http://id.loc.gov/vocabulary/relators/ato,Autographer,ato
http://id.loc.gov/vocabulary/relators/his,Host institution,his
http://id.loc.gov/vocabulary/relators/std,Set designer,std
http://id.loc.gov/vocabulary/relators/dub,Dubious author,dub
http://id.loc.gov/vocabulary/relators/pth,Patent holder,pth
http://id.loc.gov/vocabulary/relators/tcd,Technical director,tcd
http://id.loc.gov/vocabulary/relators/inv,Inventor,inv
http://id.loc.gov/vocabulary/relators/tyg,Typographer,tyg
http://id.loc.gov/vocabulary/relators/asg,Assignee,asg
http://id.loc.gov/vocabulary/relators/wat,Writer of added text,wat
http://id.loc.gov/vocabulary/relators/aus,Screenwriter,aus
http://id.loc.gov/vocabulary/relators/cmm,Commentator,cmm
http://id.loc.gov/vocabulary/relators/ard,Artistic director,ard
http://id.loc.gov/vocabulary/relators/bsl,Bookseller,bsl
http://id.loc.gov/vocabulary/relators/edt,Editor,edt
http://id.loc.gov/vocabulary/relators/bkp,Book producer,bkp
http://id.loc.gov/vocabulary/relators/vdg,Videographer,vdg
http://id.loc.gov/vocabulary/relators/cll,Calligrapher,cll
http://id.loc.gov/vocabulary/relators/ptt,Plaintiff-appellant,ptt
http://id.loc.gov/vocabulary/relators/rtm,Research team member,rtm
http://id.loc.gov/vocabulary/relators/ctg,Cartographer,ctg
http://id.loc.gov/vocabulary/relators/wdc,Woodcutter,wdc
http://id.loc.gov/vocabulary/relators/eng,Engineer,eng
http://id.loc.gov/vocabulary/relators/res,Researcher,res
http://id.loc.gov/vocabulary/relators/ctr,Contractor,ctr
http://id.loc.gov/vocabulary/relators/cov,Cover designer,cov
http://id.loc.gov/vocabulary/relators/trc,Transcriber,trc
http://id.loc.gov/vocabulary/relators/frg,Forger,frg
http://id.loc.gov/vocabulary/relators/cpe,Complainant-appellee,cpe
http://id.loc.gov/vocabulary/relators/pop,Printer of plates,pop
http://id.loc.gov/vocabulary/relators/rps,Repository,rps
http://id.loc.gov/vocabulary/relators/fds,Film distributor,fds
http://id.loc.gov/vocabulary/relators/lso,Licensor,lso
http://id.loc.gov/vocabulary/relators/red,Redaktor,red
http://id.loc.gov/vocabulary/relators/dgc,Degree committee member,dgc
http://id.loc.gov/vocabulary/relators/ppt,Puppeteer,ppt
http://id.loc.gov/vocabulary/relators/str,Stereotyper,str
http://id.loc.gov/vocabulary/relators/dft,Defendant-appellant,dft
http://id.loc.gov/vocabulary/relators/crp,Correspondent,crp
http://id.loc.gov/vocabulary/relators/isb,Issuing body,isb
http://id.loc.gov/vocabulary/relators/con,Conservator,con
http://id.loc.gov/vocabulary/relators/wst,Writer of supplementary textual content,wst
http://id.loc.gov/vocabulary/relators/scr,Scribe,scr
http://id.loc.gov/vocabulary/relators/acp,Art copyist,acp
http://id.loc.gov/vocabulary/relators/sad,Scientific advisor,sad
http://id.loc.gov/vocabulary/relators/csl,Consultant,csl
http://id.loc.gov/vocabulary/relators/lbr,Laboratory,lbr
http://id.loc.gov/vocabulary/relators/dpt,Depositor,dpt
http://id.loc.gov/vocabulary/relators/sds,Sound designer,sds
http://id.loc.gov/vocabulary/relators/bjd,Bookjacket designer,bjd
http://id.loc.gov/vocabulary/relators/edc,Editor of compilation,edc
http://id.loc.gov/vocabulary/relators/fac,Facsimilist,fac
http://id.loc.gov/vocabulary/relators/dpc,Depicted,dpc
http://id.loc.gov/vocabulary/relators/scl,Sculptor,scl
http://id.loc.gov/vocabulary/relators/dst,Distributor,dst
http://id.loc.gov/vocabulary/relators/lie,Libelant-appellee,lie
http://id.loc.gov/vocabulary/relators/cot,Contestant-appellant,cot
http://id.loc.gov/vocabulary/relators/sec,Secretary,sec
http://id.loc.gov/vocabulary/relators/prp,Production place,prp
http://id.loc.gov/vocabulary/relators/blw,Blurb writer,blw
http://id.loc.gov/vocabulary/relators/fmp,Film producer,fmp
http://id.loc.gov/vocabulary/relators/cas,Caster,cas
http://id.loc.gov/vocabulary/relators/prv,Provider,prv
http://id.loc.gov/vocabulary/relators/oth,Other,oth
http://id.loc.gov/vocabulary/relators/pup,Publication place,pup
http://id.loc.gov/vocabulary/relators/lgd,Lighting designer,lgd
http://id.loc.gov/vocabulary/relators/plt,Platemaker,plt
http://id.loc.gov/vocabulary/relators/mrb,Marbler,mrb
http://id.loc.gov/vocabulary/relators/cte,Contestee-appellee,cte
http://id.loc.gov/vocabulary/relators/fld,Field director,fld
http://id.loc.gov/vocabulary/relators/anl,Analyst,anl
http://id.loc.gov/vocabulary/relators/opn,Opponent,opn
http://id.loc.gov/vocabulary/relators/pma,Permitting agency,pma
http://id.loc.gov/vocabulary/relators/pht,Photographer,pht
http://id.loc.gov/vocabulary/relators/pre,Presenter,pre
http://id.loc.gov/vocabulary/relators/pta,Patent applicant,pta
http://id.loc.gov/vocabulary/relators/dnr,Donor,dnr
http://id.loc.gov/vocabulary/relators/med,Medium,med
http://id.loc.gov/vocabulary/relators/evp,Event place,evp
http://id.loc.gov/vocabulary/relators/cnd,Conductor,cnd
http://id.loc.gov/vocabulary/relators/dtm,Data manager,dtm
http://id.loc.gov/vocabulary/relators/ppm,Papermaker,ppm
http://id.loc.gov/vocabulary/relators/fpy,First party,fpy
http://id.loc.gov/vocabulary/relators/rsp,Respondent,rsp
http://id.loc.gov/vocabulary/relators/crt,Court reporter,crt
http://id.loc.gov/vocabulary/relators/fmk,Filmmaker,fmk
http://id.loc.gov/vocabulary/relators/prd,Production personnel,prd
